Team,Date,Player_Name,Notes,Season,player_height,player_weight,age
Warriors,2018-02-02,Andre Iguodala,placed on IL for rest,2018,198.12,97.52228,35.0
Warriors,2018-03-08,Andre Iguodala,placed on IL with sprained left wrist,2018,198.12,97.52228,35.0
Warriors,2018-03-30,Andre Iguodala,sore left knee,2018,198.12,97.52228,35.0
Warriors,2018-04-08,Andre Iguodala,placed on IL with sore left knee,2018,198.12,97.52228,35.0
Warriors,2018-05-22,Andre Iguodala,bruised left leg,2018,198.12,97.52228,35.0
Warriors,2018-10-19,Andre Iguodala,placed on IL with left calf injury,2018,198.12,97.52228,35.0
Warriors,2018-12-10,Andre Iguodala,right hip injury,2018,198.12,97.52228,35.0
Warriors,2019-02-10,Andre Iguodala,placed on IL with left hamstring injury,2019,198.12,97.52228,36.0
Warriors,2019-03-18,Andre Iguodala,placed on IL with dental ailment,2019,198.12,97.52228,36.0
Warriors,2019-04-04,Andre Iguodala,placed on IL with toe injury,2019,198.12,97.52228,36.0
Warriors,2019-05-20,Andre Iguodala,placed on IL with left calf injury,2019,198.12,97.52228,36.0
Thunder,2014-11-04,Andre Roberson,sprained left foot,2014,200.66,95.25431999999999,23.0
Thunder,2015-03-24,Andre Roberson,sprained left ankle,2015,200.66,95.25431999999999,24.0
Thunder,2016-01-25,Andre Roberson,sprained right knee,2016,200.66,95.25431999999999,25.0
Thunder,2017-04-07,Andre Roberson,sore left knee,2017,200.66,95.25431999999999,26.0
Thunder,2017-12-11,Andre Roberson,placed on IL with sprained left ankle,2017,200.66,95.25431999999999,26.0
Thunder,2017-12-31,Andre Roberson,placed on IL with patellar tendinitis in left knee,2017,200.66,95.25431999999999,26.0
Thunder,2019-10-22,Andre Roberson,left knee injury,2019,200.66,95.25431999999999,28.0
Thunder,2020-08-09,Andre Roberson,placed on IL with sore right ankle,2020,200.66,95.25431999999999,29.0
Raptors,2010-12-15,Andrea Bargnani,sore left knee,2010,213.36,113.398,25.0
Raptors,2010-12-27,Andrea Bargnani,placed on IL with strained left calf,2010,213.36,113.398,25.0
Raptors,2011-03-26,Andrea Bargnani,sore right ankle,2011,213.36,116.119552,26.0
Raptors,2011-04-02,Andrea Bargnani,sore right ankle,2011,213.36,116.119552,26.0
Raptors,2012-01-13,Andrea Bargnani,strained left calf,2012,213.36,116.119552,27.0
Raptors,2012-04-09,Andrea Bargnani,placed on IL with left calf injury,2012,213.36,116.119552,27.0
Raptors,2012-11-28,Andrea Bargnani,sore left ankle,2012,213.36,116.119552,27.0
Raptors,2012-12-12,Andrea Bargnani,placed on IL with torn ligament in right elbow,2012,213.36,116.119552,27.0
Raptors,2013-03-10,Andrea Bargnani,placed on IL with strained right elbow,2013,213.36,113.398,28.0
Knicks,2014-01-23,Andrea Bargnani,torn ligament in left elbow,2014,213.36,111.13004,29.0
Knicks,2014-10-29,Andrea Bargnani,placed on IL with strained right hamstring,2014,213.36,111.13004,29.0
Knicks,2015-01-04,Andrea Bargnani,sore/strained right calf,2015,213.36,111.13004,30.0
Nets,2015-11-30,Andrea Bargnani,sore hamstring,2015,213.36,111.13004,30.0
Jazz,2010-12-29,Andrei Kirilenko,placed on IL with strained lower back,2010,205.74,106.59412,30.0
Timberwolves,2012-11-28,Andrei Kirilenko,back spasms,2012,205.74,106.59412,32.0
Timberwolves,2013-02-06,Andrei Kirilenko,sprained right quadricep,2013,205.74,106.59412,33.0
Timberwolves,2013-02-28,Andrei Kirilenko,strained left calf,2013,205.74,106.59412,33.0
Nets,2013-10-30,Andrei Kirilenko,placed on IL with sore back,2013,205.74,106.59412,33.0
Nets,2013-11-09,Andrei Kirilenko,placed on IL with back injury,2013,205.74,106.59412,33.0
Nets,2014-01-31,Andrei Kirilenko,sore right calf,2014,205.74,106.59412,34.0
Nets,2014-03-10,Andrei Kirilenko,placed on IL with sprained right ankle,2014,205.74,106.59412,34.0
Nets,2014-03-24,Andrei Kirilenko,sprained left ankle,2014,205.74,106.59412,34.0
76ers,2011-01-17,Andres Nocioni,placed on IL with dislocated right middle finger,2011,200.66,102.0582,32.0
76ers,2011-12-26,Andres Nocioni,toe injury,2011,200.66,102.0582,32.0
Bucks,2010-11-05,Andrew Bogut,migraine headache,2010,213.36,117.93392,26.0
Bucks,2010-11-24,Andrew Bogut,sore back,2010,213.36,117.93392,26.0
Bucks,2011-01-08,Andrew Bogut,virus,2011,213.36,117.93392,27.0
Bucks,2011-02-02,Andrew Bogut,placed on IL with bruised right knee,2011,213.36,117.93392,27.0
Bucks,2011-03-01,Andrew Bogut,strained left rib muscle,2011,213.36,117.93392,27.0
Bucks,2011-03-16,Andrew Bogut,migraine headache,2011,213.36,117.93392,27.0
Bucks,2011-04-08,Andrew Bogut,placed on IL with loose particles and scar tissue in right elbow,2011,213.36,117.93392,27.0
Bucks,2012-01-05,Andrew Bogut,placed on IL for personal reasons,2012,213.36,117.93392,28.0
Bucks,2012-01-13,Andrew Bogut,concussion,2012,213.36,117.93392,28.0
Bucks,2012-01-26,Andrew Bogut,fractured left ankle,2012,213.36,117.93392,28.0
Warriors,2012-03-16,Andrew Bogut,placed on IL with fractured right ankle,2012,213.36,117.93392,28.0
Warriors,2012-04-21,Andrew Bogut,surgery on left ankle to clean out fragments and scar tissue,2012,213.36,117.93392,28.0
Warriors,2012-11-08,Andrew Bogut,placed on IL with sore left ankle,2012,213.36,117.93392,28.0
Warriors,2013-01-29,Andrew Bogut,placed on IL for rest,2013,213.36,117.93392,29.0
Warriors,2013-02-06,Andrew Bogut,placed on IL with sore ankle,2013,213.36,117.93392,29.0
Warriors,2013-02-22,Andrew Bogut,placed on IL with back injury,2013,213.36,117.93392,29.0
Warriors,2013-04-12,Andrew Bogut,bone bruise in left ankle / sprained left ankle,2013,213.36,117.93392,29.0
Warriors,2014-02-06,Andrew Bogut,placed on IL with sore shoulder,2014,213.36,117.93392,30.0
Warriors,2014-03-18,Andrew Bogut,placed on IL with ankle inflammation,2014,213.36,117.93392,30.0
Warriors,2014-03-30,Andrew Bogut,bruised pelvis,2014,213.36,117.93392,30.0
Warriors,2014-04-14,Andrew Bogut,placed on IL with fractured right rib,2014,213.36,117.93392,30.0
Warriors,2014-12-10,Andrew Bogut,placed on IL with right knee injury,2014,213.36,117.93392,30.0
Warriors,2015-01-16,Andrew Bogut,placed on IL for rest,2015,213.36,117.93392,31.0
Warriors,2015-10-28,Andrew Bogut,concussion,2015,213.36,117.93392,31.0
Warriors,2015-12-05,Andrew Bogut,back spasms,2015,213.36,117.93392,31.0
Warriors,2016-02-20,Andrew Bogut,strained right Achilles,2016,213.36,117.93392,32.0
Warriors,2016-03-19,Andrew Bogut,left foot / toe,2016,213.36,117.93392,32.0
Warriors,2016-04-03,Andrew Bogut,rib injury,2016,213.36,117.93392,32.0
Warriors,2016-04-09,Andrew Bogut,placed on IL for rest,2016,213.36,117.93392,32.0
Warriors,2016-06-15,Andrew Bogut,left knee injury,2016,213.36,117.93392,32.0
Mavericks,2016-11-09,Andrew Bogut,rest,2016,213.36,117.93392,32.0
Mavericks,2016-11-21,Andrew Bogut,sore right calf,2016,213.36,117.93392,32.0
Mavericks,2016-12-01,Andrew Bogut,rest,2016,213.36,117.93392,32.0
Mavericks,2016-12-19,Andrew Bogut,placed on IL with bone bruise in right knee,2016,213.36,117.93392,32.0
Mavericks,2016-12-30,Andrew Bogut,placed on IL for rest,2016,213.36,117.93392,32.0
Mavericks,2017-01-11,Andrew Bogut,strained right hamstring,2017,213.36,117.93392,33.0
Mavericks,2017-01-30,Andrew Bogut,strained right hamstring,2017,213.36,117.93392,33.0
Cavaliers,2017-03-08,Andrew Bogut,fractured tibia in left / right leg,2017,213.36,117.93392,33.0
Lakers,2017-11-02,Andrew Bogut,tightness in back,2017,213.36,117.93392,33.0
Lakers,2010-10-26,Andrew Bynum,placed on IL recovering from surgery on right knee to repair torn ligaments,2010,213.36,129.27372,23.0
Lakers,2011-02-01,Andrew Bynum,bone bruised in left knee,2011,213.36,129.27372,24.0
Lakers,2011-04-12,Andrew Bynum,hyperextended right knee,2011,213.36,129.27372,24.0
76ers,2013-03-18,Andrew Bynum,arthroscopic surgery on both knees,2013,213.36,129.27372,26.0
Lakers,2012-04-17,Andrew Goudelock,migraine headache,2012,190.5,90.7184,24.0
Grizzlies,2017-03-31,Andrew Harrison,placed on IL with sore right ankle,2017,198.12,96.615096,23.0
Grizzlies,2018-01-05,Andrew Harrison,placed on IL with sore left shoulder,2018,198.12,96.615096,24.0
Grizzlies,2018-01-20,Andrew Harrison,left shoulder injury,2018,198.12,96.615096,24.0
Grizzlies,2018-03-02,Andrew Harrison,right wrist injury,2018,198.12,96.615096,24.0
Grizzlies,2018-03-22,Andrew Harrison,right wrist injury,2018,198.12,96.615096,24.0
Grizzlies,2018-03-28,Andrew Harrison,right wrist injury,2018,198.12,96.615096,24.0
Magic,2013-03-27,Andrew Nicholson,sprained left ankle,2013,205.74,113.398,24.0
Timberwolves,2015-11-10,Andrew Wiggins,sore right knee,2015,203.2,90.264808,21.0
Timberwolves,2018-10-24,Andrew Wiggins,placed on IL with bruised right quadriceps,2018,203.2,87.996848,24.0
Timberwolves,2018-11-09,Andrew Wiggins,placed on IL with bruised right quadriceps,2018,203.2,87.996848,24.0
Timberwolves,2019-03-09,Andrew Wiggins,bruised left quadricep,2019,200.66,89.357624,25.0
Timberwolves,2019-11-15,Andrew Wiggins,placed on IL for personal reasons,2019,200.66,89.357624,25.0
Timberwolves,2019-12-06,Andrew Wiggins,placed on IL with sprained left thumb,2019,200.66,89.357624,25.0
Warriors,2020-02-27,Andrew Wiggins,thoracic spasm,2020,200.66,89.357624,26.0
Warriors,2010-12-18,Andris Biedrins,placed on IL with sprained left ankle,2010,213.36,108.86208,25.0
Warriors,2011-03-18,Andris Biedrins,placed on IL with sprained left ankle,2011,213.36,109.76926399999999,26.0
Warriors,2012-01-06,Andris Biedrins,placed on IL with right ankle injury,2012,213.36,109.76926399999999,27.0
Warriors,2012-03-21,Andris Biedrins,strained right groin,2012,213.36,109.76926399999999,27.0
Warriors,2012-04-16,Andris Biedrins,concussion,2012,213.36,109.76926399999999,27.0
Warriors,2012-10-31,Andris Biedrins,groin injury,2012,213.36,109.76926399999999,27.0
Warriors,2013-01-11,Andris Biedrins,strained right groin,2013,213.36,113.398,28.0
Warriors,2013-04-15,Andris Biedrins,tightness in lower back,2013,213.36,113.398,28.0
Jazz,2013-10-30,Andris Biedrins,placed on IL with sprained left / right ankle,2013,213.36,113.398,28.0
Jazz,2013-11-30,Andris Biedrins,sprained left ankle,2013,213.36,113.398,28.0
Blazers,2020-02-11,Anfernee Simons,concussion,2020,190.5,82.10015200000002,22.0
Cavaliers,2010-11-02,Antawn Jamison,placed on IL with sore left knee,2010,205.74,106.59412,35.0
Cavaliers,2011-02-27,Antawn Jamison,broken left little finger,2011,205.74,106.59412,36.0
Cavaliers,2012-04-14,Antawn Jamison,rest,2012,205.74,106.59412,37.0
Cavaliers,2018-12-01,Ante Zizic,left knee injury,2018,210.82,115.212368,22.0
Cavaliers,2018-12-28,Ante Zizic,sore right knee,2018,210.82,115.212368,22.0
Cavaliers,2019-02-11,Ante Zizic,placed on IL with sore lower back,2019,208.28,120.655472,23.0
Cavaliers,2019-03-01,Ante Zizic,concussion,2019,208.28,120.655472,23.0
Cavaliers,2019-10-17,Ante Zizic,left foot injury,2019,208.28,120.655472,23.0
Cavaliers,2019-10-23,Ante Zizic,placed on IL with left foot injury,2019,208.28,120.655472,23.0
Cavaliers,2014-02-28,Anthony Bennett,sprained left ankle / right knee injury,2014,203.2,111.13004,22.0
Cavaliers,2014-03-10,Anthony Bennett,strained left knee,2014,203.2,111.13004,22.0
Cavaliers,2014-03-22,Anthony Bennett,strained patellar tendon in left knee,2014,203.2,111.13004,22.0
Cavaliers,2014-04-11,Anthony Bennett,strained patellar tendon in left knee,2014,203.2,111.13004,22.0
Cavaliers,2014-05-13,Anthony Bennett,surgery for removal of tonsils and adnoids,2014,203.2,111.13004,22.0
Timberwolves,2014-11-08,Anthony Bennett,bruised knee,2014,203.2,111.13004,22.0
Timberwolves,2015-02-21,Anthony Bennett,sprained right ankle,2015,203.2,111.13004,23.0
Timberwolves,2015-02-27,Anthony Bennett,placed on IL with sprained right ankle,2015,203.2,111.13004,23.0
Timberwolves,2015-04-03,Anthony Bennett,sprained right ankle,2015,203.2,111.13004,23.0
Raptors,2016-01-03,Anthony Bennett,sore lower back,2016,203.2,106.59412,24.0
Lakers,2016-02-09,Anthony Brown,placed on IL with sore ankle,2016,200.66,95.707912,24.0
Lakers,2016-03-05,Anthony Brown,stress reaction in right foot,2016,200.66,95.707912,24.0
Hornets,2012-11-03,Anthony Davis,concussion,2012,208.28,99.79024,20.0
Hornets,2012-11-20,Anthony Davis,stress reaction in left ankle,2012,208.28,99.79024,20.0
Hornets,2013-02-27,Anthony Davis,sprained left shoulder,2013,208.28,99.79024,21.0
Hornets,2013-04-11,Anthony Davis,sprained MCL and bone bruise in left knee,2013,208.28,99.79024,21.0
Pelicans,2013-12-01,Anthony Davis,fractured left hand,2013,208.28,99.79024,21.0
Pelicans,2014-01-29,Anthony Davis,finger injury,2014,208.28,99.79024,22.0
Pelicans,2014-03-19,Anthony Davis,upper respiratory infection,2014,208.28,99.79024,22.0
Pelicans,2014-03-29,Anthony Davis,left ankle injury,2014,208.28,99.79024,22.0
Pelicans,2014-04-09,Anthony Davis,back spasms,2014,208.28,99.79024,22.0
Pelicans,2014-12-14,Anthony Davis,chest injury,2014,208.28,99.79024,22.0
Pelicans,2015-01-16,Anthony Davis,sprained left toe,2015,208.28,114.758776,23.0
Pelicans,2015-01-30,Anthony Davis,strained left groin,2015,208.28,114.758776,23.0
Pelicans,2015-02-09,Anthony Davis,sprained right shoulder,2015,208.28,114.758776,23.0
Pelicans,2015-02-22,Anthony Davis,sprained right shoulder,2015,208.28,114.758776,23.0
Pelicans,2015-03-19,Anthony Davis,sprained left ankle,2015,208.28,114.758776,23.0
Pelicans,2015-11-11,Anthony Davis,strained right hip,2015,208.28,114.758776,23.0
Pelicans,2015-11-18,Anthony Davis,shoulder injury,2015,208.28,114.758776,23.0
Pelicans,2016-01-08,Anthony Davis,bruised back,2016,210.82,114.758776,24.0
Pelicans,2016-01-25,Anthony Davis,concussion,2016,210.82,114.758776,24.0
Pelicans,2016-02-27,Anthony Davis,right big toe injury,2016,210.82,114.758776,24.0
Pelicans,2016-03-19,Anthony Davis,left knee injury and torn labrum in left shoulder,2016,210.82,114.758776,24.0
Pelicans,2016-03-30,Anthony Davis,placed on IL recovering from surgery on left knee,2016,210.82,114.758776,24.0
Pelicans,2016-10-12,Anthony Davis,sprained ankle,2016,210.82,114.758776,24.0
Pelicans,2016-11-16,Anthony Davis,bruised right quadriceps,2016,210.82,114.758776,24.0
Pelicans,2016-12-10,Anthony Davis,rest,2016,210.82,114.758776,24.0
Pelicans,2017-01-11,Anthony Davis,placed on IL with bruised left hip,2017,208.28,114.758776,25.0
Pelicans,2017-01-23,Anthony Davis,placed on IL with bruised right quadriceps,2017,208.28,114.758776,25.0
Pelicans,2017-04-08,Anthony Davis,sore left knee,2017,208.28,114.758776,25.0
Pelicans,2017-10-26,Anthony Davis,left knee tendinitis,2017,208.28,114.758776,25.0
Pelicans,2017-12-02,Anthony Davis,strained adductor in left groin/pelvis,2017,208.28,114.758776,25.0
Pelicans,2017-12-11,Anthony Davis,strained adductor in left groin/pelvis,2017,208.28,114.758776,25.0
Pelicans,2018-01-10,Anthony Davis,sprained right ankle,2018,208.28,114.758776,26.0
Pelicans,2018-03-09,Anthony Davis,sprained left ankle,2018,208.28,114.758776,26.0
Pelicans,2018-10-27,Anthony Davis,placed on IL with sprained right elbow,2018,208.28,114.758776,26.0
Pelicans,2018-11-24,Anthony Davis,strained right hip,2018,208.28,114.758776,26.0
Pelicans,2019-01-19,Anthony Davis,left index finger injury,2019,208.28,114.758776,27.0
Pelicans,2019-03-08,Anthony Davis,lower back spasms,2019,208.28,114.758776,27.0
Pelicans,2019-03-26,Anthony Davis,lower back spasms,2019,208.28,114.758776,27.0
Lakers,2019-11-13,Anthony Davis,placed on IL with sore right shoulder,2019,208.28,114.758776,27.0
Lakers,2019-12-17,Anthony Davis,placed on IL with sprained right ankle,2019,208.28,114.758776,27.0
Lakers,2020-01-10,Anthony Davis,placed on IL with bruised tailbone,2020,208.28,114.758776,28.0
Lakers,2020-03-01,Anthony Davis,sore right knee,2020,208.28,114.758776,28.0
Lakers,2020-08-13,Anthony Davis,placed on IL with sore right knee,2020,208.28,114.758776,28.0
Lakers,2020-08-25,Anthony Davis,back spasms,2020,208.28,114.758776,28.0
Nets,2010-12-16,Anthony Morrow,strained right hamstring,2010,195.58,95.25431999999999,25.0
Nets,2011-01-12,Anthony Morrow,strained right hamstring,2011,195.58,95.25431999999999,26.0
Nets,2011-03-05,Anthony Morrow,placed on IL with concussion,2011,195.58,95.25431999999999,26.0
Nets,2011-04-05,Anthony Morrow,left knee tendinitis,2011,195.58,95.25431999999999,26.0
Nets,2012-02-01,Anthony Morrow,sore/sprained left ankle,2012,195.58,95.25431999999999,27.0
Nets,2012-03-26,Anthony Morrow,bruised right shoulder,2012,195.58,95.25431999999999,27.0
Hawks,2012-12-15,Anthony Morrow,placed on IL with sore back,2012,195.58,95.25431999999999,27.0
Hawks,2012-12-29,Anthony Morrow,strained right hip,2012,195.58,95.25431999999999,27.0
Mavericks,2013-03-01,Anthony Morrow,placed on IL with hip injury,2013,195.58,95.25431999999999,28.0
Thunder,2014-10-29,Anthony Morrow,sprained MCL in left knee,2014,195.58,95.25431999999999,29.0
Thunder,2015-02-08,Anthony Morrow,placed on IL with right shoulder injury,2015,195.58,95.25431999999999,30.0
Cavaliers,2011-01-05,Anthony Parker,placed on IL with sore back,2011,198.12,95.25431999999999,37.0
Cavaliers,2011-01-22,Anthony Parker,strained lower back,2011,198.12,95.25431999999999,37.0
Cavaliers,2011-04-11,Anthony Parker,back spasms,2011,198.12,95.25431999999999,37.0
Knicks,2010-10-27,Anthony Randolph,placed on IL with sprained left ankle,2010,210.82,102.0582,21.0
Nuggets,2012-11-17,Anthony Randolph,ankle injury,2012,210.82,102.0582,23.0
Nuggets,2013-11-05,Anthony Randolph,sprained left ankle,2013,210.82,102.0582,24.0
Timberwolves,2010-12-04,Anthony Tolliver,placed on IL with sprained MCL in right knee,2010,205.74,110.222856,26.0
Timberwolves,2012-01-27,Anthony Tolliver,wrist injury,2012,203.2,108.86208,28.0
Pistons,2016-02-22,Anthony Tolliver,sprained MCL in right knee,2016,203.2,108.86208,32.0
Kings,2016-11-03,Anthony Tolliver,sprained right knee,2016,203.2,108.86208,32.0
Kings,2017-04-04,Anthony Tolliver,strained right hip / lower back,2017,203.2,108.86208,33.0
Kings,2017-04-12,Anthony Tolliver,placed on IL for rest,2017,203.2,108.86208,33.0
Bulls,2018-03-22,Antonio Blakeney,fractured left wrist,2018,193.04,87.089664,22.0
Wizards,2020-01-20,Anzejs Pasecniks,placed on IL with sprained left ankle,2020,215.9,103.872568,25.0
Wizards,2020-02-11,Anzejs Pasecniks,left hip injury,2020,215.9,103.872568,25.0
Wizards,2020-03-08,Anzejs Pasecniks,placed on IL with stiff neck,2020,215.9,103.872568,25.0
Suns,2016-04-11,Archie Goodwin,sprained left ankle,2016,195.58,92.98636,22.0
Blazers,2011-03-19,Armon Johnson,right knee inflammation,2011,190.5,88.45044,23.0
76ers,2013-09-27,Arnett Moultrie,surgery on left ankle,2013,208.28,108.86208,23.0
76ers,2013-10-30,Arnett Moultrie,placed on IL recovering from surgery on left ankle,2013,208.28,108.86208,23.0
Spurs,2013-05-08,Aron Baynes,placed on IL,2013,208.28,117.93392,27.0
Spurs,2013-12-13,Aron Baynes,left ankle injury,2013,208.28,117.93392,27.0
Spurs,2014-02-19,Aron Baynes,bruised left knee,2014,208.28,117.93392,28.0
Spurs,2014-03-31,Aron Baynes,sprained right foot / rib injury,2014,208.28,117.93392,28.0
Spurs,2015-01-06,Aron Baynes,neck spasms,2015,208.28,117.93392,29.0
Spurs,2015-03-16,Aron Baynes,rib injury,2015,208.28,117.93392,29.0
Spurs,2015-03-24,Aron Baynes,placed on IL with sprained right ankle,2015,208.28,117.93392,29.0
Pistons,2015-12-03,Aron Baynes,surgery to repair fractured nose,2015,208.28,117.93392,29.0
Pistons,2015-12-18,Aron Baynes,back spasms,2015,208.28,117.93392,29.0
Pistons,2016-10-15,Aron Baynes,tightness in lower back,2016,208.28,117.93392,30.0
Pistons,2016-10-26,Aron Baynes,returned to lineup,2016,208.28,117.93392,30.0
Pistons,2017-01-01,Aron Baynes,sprained left ankle,2017,208.28,117.93392,31.0
Celtics,2018-02-24,Aron Baynes,placed on IL with sprained left elbow,2018,208.28,117.93392,32.0
Celtics,2018-10-21,Aron Baynes,strained right hamstring,2018,208.28,117.93392,32.0
